experiment,candidate_hash,control_hash,opponent,opponent_family,opponent_role,opponent_hash,seed,pair_index,actual_order,physical_seat,candidate_outcome,control_outcome,candidate_win,control_win,candidate_draw,control_draw,candidate_error,control_error,candidate_opponent_error,control_opponent_error,latency_candidate_ms,latency_control_ms,source_artifact,source_sha256
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230010,10,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230011,11,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230012,12,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230013,13,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230014,14,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230015,15,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230016,16,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230017,17,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230018,18,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230019,19,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230020,20,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230021,21,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230022,22,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230023,23,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230024,24,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230025,25,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230026,26,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230027,27,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230028,28,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230029,29,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230030,30,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230031,31,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230032,32,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230033,33,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230034,34,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230035,35,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230036,36,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230037,37,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230038,38,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230039,39,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230040,40,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230041,41,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230042,42,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230043,43,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230044,44,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230045,45,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230046,46,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230047,47,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230048,48,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230049,49,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230050,50,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230051,51,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230052,52,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230053,53,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,B0,Grim,baseline,0c15b56adf3b09c654505a152309fdc9f8401579a495da714347d98ae735003c,202608230054,54,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_b0.json,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb
